no,username,region,Weapon,kills,headshot(%)
4068,G2 m0NESY#0000,kr, Vandal ,"4,402",37.30%
4069,G2 m0NESY#0000,kr, Phantom ,"3,255",34.40%
4070,G2 m0NESY#0000,kr, Sheriff ,"1,103",54.90%
4071,Ka1iciX#1111,kr, Vandal ,"14,907",37.90%
4072,Ka1iciX#1111,kr, Phantom ,"7,580",33.80%
4073,Ka1iciX#1111,kr, Ghost ,"2,364",40.30%
4074,허도류#8314,kr, Bulldog ,"2,906",34.90%
4075,허도류#8314,kr, Vandal ,645,34.80%
4076,허도류#8314,kr, Phantom ,353,29.20%
4077,Nebula#AVA,kr, Vandal ,"8,565",33.70%
4078,Nebula#AVA,kr, Phantom ,"4,315",30.90%
4079,Nebula#AVA,kr, Sheriff ,"1,309",48.00%
4080,chobo#3890,kr, Vandal ,"4,305",39.40%
4081,chobo#3890,kr, Phantom ,"1,109",36.50%
4082,chobo#3890,kr, Sheriff ,689,53.00%
4083,인생이클러치#1449,kr, Vandal ,"1,650",38.10%
4084,인생이클러치#1449,kr, Phantom ,433,32.50%
4085,인생이클러치#1449,kr, Ghost ,341,40.30%
4086,상경박#8119,kr, Vandal ,"1,124",37.40%
4087,상경박#8119,kr, Phantom ,235,35.40%
4088,상경박#8119,kr, Ghost ,187,46.20%
4089,i miss her#No 1,kr, Vandal ,"10,604",29.60%
4090,i miss her#No 1,kr, Phantom ,"3,096",26.50%
4091,i miss her#No 1,kr, Ghost ,"1,701",31.50%
4092,kokonenne#1111,kr, Vandal ,"11,664",32.10%
4093,kokonenne#1111,kr, Phantom ,"4,045",29.10%
4094,kokonenne#1111,kr, Ghost ,"1,957",37.00%
4095,フHロI#뚜운뚜운,kr, Vandal ,"4,893",36.70%
4096,フHロI#뚜운뚜운,kr, Phantom ,"2,699",33.20%
4097,フHロI#뚜운뚜운,kr, Operator ,"1,310",11.50%
4098,Indira#cutie,kr, Vandal ,"8,202",39.10%
4099,Indira#cutie,kr, Phantom ,"3,911",36.20%
4100,Indira#cutie,kr, Ghost ,"1,369",41.30%
4101,Team Liquid nAts#1111,kr, Vandal ,"2,312",40.30%
4102,Team Liquid nAts#1111,kr, Phantom ,694,35.40%
4103,Team Liquid nAts#1111,kr, Sheriff ,353,56.40%
4104,강민수#998,kr, Vandal ,"36,438",39.80%
4105,강민수#998,kr, Ghost ,"5,236",46.90%
4106,강민수#998,kr, Operator ,"5,120",10.00%
4107,ANN#111,kr, Vandal ,"3,429",30.30%
4108,ANN#111,kr, Phantom ,"1,081",24.90%
4109,ANN#111,kr, Ghost ,685,27.30%
4110,구덕이#YMS,kr, Vandal ,"2,073",37.30%
4111,구덕이#YMS,kr, Phantom ,469,32.20%
4112,구덕이#YMS,kr, Ghost ,346,36.70%
4113,율곡고 방승빈#1학년5반,kr, Vandal ,"2,841",45.10%
4114,율곡고 방승빈#1학년5반,kr, Phantom ,636,42.40%
4115,율곡고 방승빈#1학년5반,kr, Sheriff ,399,55.90%
4116,뫄옹이#냐 옹,kr, Vandal ,"3,627",40.30%
4117,뫄옹이#냐 옹,kr, Ghost ,349,44.40%
4118,뫄옹이#냐 옹,kr, Sheriff ,289,54.50%
4119,JL Ka1iciX#1111,kr, Vandal ,586,48.90%
4120,JL Ka1iciX#1111,kr, Phantom ,312,40.90%
4121,JL Ka1iciX#1111,kr, Ghost ,124,43.00%
4122,dazzler#tch,kr, Vandal ,"5,212",33.80%
4123,dazzler#tch,kr, Phantom ,"3,115",28.70%
4124,dazzler#tch,kr, Ghost ,"1,189",30.10%
4125,피콜로 더듬이 빠는 소리하네#쭈왑쭈왑,kr, Vandal ,"3,346",42.80%
4126,피콜로 더듬이 빠는 소리하네#쭈왑쭈왑,kr, Phantom ,"1,565",33.30%
4127,피콜로 더듬이 빠는 소리하네#쭈왑쭈왑,kr, Ghost ,609,44.40%
4128,태어난지 1분됨 응애#8455,kr, Vandal ,721,30.20%
4129,태어난지 1분됨 응애#8455,kr, Phantom ,322,29.90%
4130,태어난지 1분됨 응애#8455,kr, Operator ,113,5.60%
4131,ddoxm#2443,kr, Vandal ,"12,742",26.80%
4132,ddoxm#2443,kr, Phantom ,"7,982",25.90%
4133,ddoxm#2443,kr, Sheriff ,"2,181",35.20%
4134,Gloomy#5555,kr, Phantom ,"3,840",19.50%
4135,Gloomy#5555,kr, Vandal ,"2,713",19.10%
4136,Gloomy#5555,kr, Operator ,758,6.30%
4137,끝까지 하지말자#성민2,kr, Phantom ,"5,606",18.50%
4138,끝까지 하지말자#성민2,kr, Vandal ,"5,295",21.60%
4139,끝까지 하지말자#성민2,kr, Bucky ,"1,785",8.60%
4140,불꽃남자박봉식#IWNL,kr, Vandal ,"6,987",35.40%
4141,불꽃남자박봉식#IWNL,kr, Phantom ,"5,737",33.60%
4142,불꽃남자박봉식#IWNL,kr, Sheriff ,"1,921",46.10%
4143,GenG RgoN#GGA,kr, Vandal ,"6,968",35.20%
4144,GenG RgoN#GGA,kr, Phantom ,"2,579",29.70%
4145,GenG RgoN#GGA,kr, Ghost ,"1,038",35.10%
4146,Sit and Go#77777,kr, Vandal ,"7,681",33.30%
4147,Sit and Go#77777,kr, Phantom ,"1,997",29.20%
4148,Sit and Go#77777,kr, Stinger ,"1,091",13.30%
4149,Love EveR#mir,kr, Vandal ,"8,414",36.80%
4150,Love EveR#mir,kr, Phantom ,"5,648",33.30%
4151,Love EveR#mir,kr, Operator ,"1,856",10.20%
4152,빡겜유저#DRX,kr, Vandal ,"5,698",35.80%
4153,빡겜유저#DRX,kr, Phantom ,903,29.80%
4154,빡겜유저#DRX,kr, Ghost ,724,37.50%
4155,미래세상을제패할막강한강자서영준#Roxy9,kr, Vandal ,"6,474",37.90%
4156,미래세상을제패할막강한강자서영준#Roxy9,kr, Phantom ,"3,665",36.00%
4157,미래세상을제패할막강한강자서영준#Roxy9,kr, Spectre ,"1,024",23.70%
4158,DEFENSE#1111,kr, Vandal ,"10,706",34.60%
4159,DEFENSE#1111,kr, Phantom ,"5,527",30.20%
4160,DEFENSE#1111,kr, Ghost ,"1,920",42.90%
4161,아름이를위한레디언트계정#0126,kr, Vandal ,"6,045",30.20%
4162,아름이를위한레디언트계정#0126,kr, Phantom ,"3,932",28.80%
4163,아름이를위한레디언트계정#0126,kr, Spectre ,"1,293",19.20%
4164,UnKnOWn#6643,kr, Vandal ,"3,233",32.40%
4165,UnKnOWn#6643,kr, Phantom ,"1,561",26.60%
4166,UnKnOWn#6643,kr, Operator ,615,6.80%
4167,EZACKT#glhf,kr, Vandal ,"11,552",29.10%
4168,EZACKT#glhf,kr, Phantom ,"2,923",26.80%
4169,EZACKT#glhf,kr, Spectre ,"2,032",20.70%
4170,나를 돌파#flash,kr, Vandal ,"4,050",44.10%
4171,나를 돌파#flash,kr, Phantom ,816,40.10%
4172,나를 돌파#flash,kr, Sheriff ,600,63.60%
4173,저 못해도 이해좀#1091,kr, Vandal ,"2,635",35.10%
4174,저 못해도 이해좀#1091,kr, Phantom ,"2,271",32.60%
4175,저 못해도 이해좀#1091,kr, Ghost ,681,39.80%
4176,Selene#초승달,kr, Vandal ,"3,620",36.70%
4177,Selene#초승달,kr, Phantom ,"2,368",32.60%
4178,Selene#초승달,kr, Sheriff ,597,55.00%
4179,C1 Fav1An#냥냥냥,kr, Vandal ,"1,103",37.40%
4180,C1 Fav1An#냥냥냥,kr, Phantom ,812,32.30%
4181,C1 Fav1An#냥냥냥,kr, Spectre ,167,25.40%
4182,난누가지켜#나혼자,kr, Vandal ,"7,127",30.30%
4183,난누가지켜#나혼자,kr, Phantom ,"4,784",28.90%
4184,난누가지켜#나혼자,kr, Spectre ,"1,293",23.30%
4185,Appealing#v2v2,kr, Vandal ,"10,338",33.90%
4186,Appealing#v2v2,kr, Phantom ,"7,927",32.20%
4187,Appealing#v2v2,kr, Ghost ,"2,871",39.90%
4188,TTF Sherry#TTF,kr, Vandal ,"18,595",40.10%
4189,TTF Sherry#TTF,kr, Phantom ,"9,175",35.40%
4190,TTF Sherry#TTF,kr, Ghost ,"2,819",44.10%
4191,Gøoksani#한국산,kr, Vandal ,"3,718",37.00%
4192,Gøoksani#한국산,kr, Phantom ,"2,295",33.20%
4193,Gøoksani#한국산,kr, Operator ,"1,836",7.80%
4194,LALALANGツ#gvty,kr, Vandal ,"5,478",36.10%
4195,LALALANGツ#gvty,kr, Phantom ,"1,741",33.00%
4196,LALALANGツ#gvty,kr, Sheriff ,771,45.10%
4197,남아일언중천금#14,kr, Phantom ,"7,370",36.00%
4198,남아일언중천금#14,kr, Vandal ,"4,048",34.40%
4199,남아일언중천금#14,kr, Ghost ,"1,205",41.50%
4200,Esper video#bot,kr, Vandal ,"12,610",42.80%
4201,Esper video#bot,kr, Phantom ,"6,042",40.10%
4202,Esper video#bot,kr, Ghost ,"1,974",46.00%
4203,혀 노#는 20살,kr, Vandal ,"5,412",44.40%
4204,혀 노#는 20살,kr, Phantom ,"3,411",39.70%
4205,혀 노#는 20살,kr, Ghost ,990,49.50%
4206,침착맨#1987,kr, Vandal ,"15,410",29.90%
4207,침착맨#1987,kr, Ghost ,"1,853",40.50%
4208,침착맨#1987,kr, Phantom ,"1,850",30.00%
4209,LFT Gomdol#정곰돌,kr, Vandal ,"4,003",33.70%
4210,LFT Gomdol#정곰돌,kr, Phantom ,"2,250",30.90%
4211,LFT Gomdol#정곰돌,kr, Sheriff ,694,52.30%
4212,W      W      R#07080,kr, Vandal ,"9,642",42.70%
4213,W      W      R#07080,kr, Phantom ,"5,406",39.70%
4214,W      W      R#07080,kr, Sheriff ,"1,175",54.60%
4215,1943알바생#1943,kr, Vandal ,"3,517",38.10%
4216,1943알바생#1943,kr, Phantom ,"1,406",38.10%
4217,1943알바생#1943,kr, Sheriff ,408,54.20%
4218,Ditto#ottiD,kr, Vandal ,"8,653",58.30%
4219,Ditto#ottiD,kr, Sheriff ,"2,233",66.10%
4220,Ditto#ottiD,kr, Ghost ,"1,327",61.20%
4221,RPT M4rCuSs#RPTWN,kr, Vandal ,"1,051",33.40%
4222,RPT M4rCuSs#RPTWN,kr, Phantom ,609,30.40%
4223,RPT M4rCuSs#RPTWN,kr, Sheriff ,154,58.00%
4224,전과1850범#1111,kr, Vandal ,"8,645",17.70%
4225,전과1850범#1111,kr, Phantom ,"7,409",14.40%
4226,전과1850범#1111,kr, Judge ,"6,586",9.20%
4227,Jerry#Head,kr, Vandal ,"26,480",27.90%
4228,Jerry#Head,kr, Phantom ,"5,975",25.00%
4229,Jerry#Head,kr, Sheriff ,"4,996",39.50%
4230,Shuf#0226,kr, Vandal ,"4,185",35.60%
4231,Shuf#0226,kr, Phantom ,"1,565",31.90%
4232,Shuf#0226,kr, Ghost ,704,37.70%
4233,Doyou#0411,kr, Vandal ,"5,979",44.10%
4234,Doyou#0411,kr, Phantom ,"2,918",41.30%
4235,Doyou#0411,kr, Ghost ,883,44.20%
4236,DSP KimGyuTae#1111,kr, Vandal ,"17,582",29.60%
4237,DSP KimGyuTae#1111,kr, Phantom ,"6,600",28.90%
4238,DSP KimGyuTae#1111,kr, Operator ,"3,235",6.00%
4239,hello kitty#uuu,kr, Vandal ,"6,612",26.80%
4240,hello kitty#uuu,kr, Phantom ,"3,409",25.50%
4241,hello kitty#uuu,kr, Ghost ,"1,124",27.90%
4242,Ian#fcP,kr, Vandal ,"2,029",36.60%
4243,Ian#fcP,kr, Sheriff ,311,42.50%
4244,Ian#fcP,kr, Operator ,248,6.70%
4245,우석쓰#Dios,kr, Vandal ,"5,173",45.50%
4246,우석쓰#Dios,kr, Phantom ,"1,744",39.30%
4247,우석쓰#Dios,kr, Operator ,811,8.70%
4248,Mero#7777,kr, Vandal ,"11,400",35.40%
4249,Mero#7777,kr, Ghost ,"1,449",33.60%
4250,Mero#7777,kr, Phantom ,"1,388",31.00%
4251,김진영#0422,kr, Vandal ,"5,137",35.90%
4252,김진영#0422,kr, Phantom ,"2,266",34.10%
4253,김진영#0422,kr, Ghost ,905,46.80%
4254,T1 SM0KE#1111,kr, Vandal ,859,43.30%
4255,T1 SM0KE#1111,kr, Phantom ,799,37.80%
4256,T1 SM0KE#1111,kr, Sheriff ,173,54.30%
4257,인중에한발#1120,kr, Vandal ,"6,282",37.50%
4258,인중에한발#1120,kr, Phantom ,"2,820",32.00%
4259,인중에한발#1120,kr, Sheriff ,995,50.50%
4260,건가루 밀치보이#9925,kr, Vandal ,"4,841",27.60%
4261,건가루 밀치보이#9925,kr, Phantom ,"3,393",26.50%
4262,건가루 밀치보이#9925,kr, Ghost ,992,27.80%
4263,무지성엔트리칼픽#벌레컷2,kr, Vandal ,"7,301",39.50%
4264,무지성엔트리칼픽#벌레컷2,kr, Phantom ,"4,033",34.10%
4265,무지성엔트리칼픽#벌레컷2,kr, Ghost ,"1,286",41.80%
4266,PROS DONT FAKEツ#VLRT,kr, Vandal ,"7,552",34.00%
4267,PROS DONT FAKEツ#VLRT,kr, Phantom ,"6,004",34.00%
4268,PROS DONT FAKEツ#VLRT,kr, Judge ,"1,429",12.00%
4269,심 교 밍#64406,kr, Vandal ,"3,235",27.50%
4270,심 교 밍#64406,kr, Phantom ,"1,786",21.40%
4271,심 교 밍#64406,kr, Operator ,"1,256",8.80%
4272,A 친구 가오 빼#혼나기전에,kr, Vandal ,"1,654",25.00%
4273,A 친구 가오 빼#혼나기전에,kr, Phantom ,578,23.10%
4274,A 친구 가오 빼#혼나기전에,kr, Operator ,252,2.70%
4275,계집련은게임하지마라#줘패기전에,kr, Vandal ,"3,118",41.10%
4276,계집련은게임하지마라#줘패기전에,kr, Phantom ,794,35.70%
4277,계집련은게임하지마라#줘패기전에,kr, Ghost ,527,52.30%
4278,양념좌#양념양념,kr, Vandal ,"3,379",26.60%
4279,양념좌#양념양념,kr, Phantom ,"1,936",22.90%
4280,양념좌#양념양념,kr, Ghost ,608,27.80%
4281,LFT SOWIN#AIM,kr, Vandal ,"7,373",40.70%
4282,LFT SOWIN#AIM,kr, Operator ,"2,956",7.60%
4283,LFT SOWIN#AIM,kr, Phantom ,"2,427",34.10%
4284,4월 19일#내 사랑,kr, Vandal ,"4,199",40.70%
4285,4월 19일#내 사랑,kr, Phantom ,"1,849",36.50%
4286,4월 19일#내 사랑,kr, Operator ,"1,210",8.20%
4287,Jura#0618,kr, Vandal ,"6,907",36.40%
4288,Jura#0618,kr, Phantom ,"2,241",28.50%
4289,Jura#0618,kr, Ghost ,"1,030",38.30%
4290,Apacheツ#파 치,kr, Vandal ,"6,648",35.10%
4291,Apacheツ#파 치,kr, Ghost ,"1,225",41.20%
4292,Apacheツ#파 치,kr, Phantom ,787,31.40%
4293,RNE f0x#추억담,kr, Vandal ,"2,017",44.20%
4294,RNE f0x#추억담,kr, Phantom ,"1,400",35.50%
4295,RNE f0x#추억담,kr, Sheriff ,276,58.50%
4296,박채령#CAMO,kr, Vandal ,"6,686",30.70%
4297,박채령#CAMO,kr, Phantom ,"3,181",27.40%
4298,박채령#CAMO,kr, Odin ,"1,122",13.70%
4299,24년11월21일#달력없음,kr, Vandal ,"4,778",40.60%
4300,24년11월21일#달력없음,kr, Phantom ,"1,396",35.30%
4301,24년11월21일#달력없음,kr, Sheriff ,688,61.00%
4302,Anti Hero#1021,kr, Vandal ,"3,978",35.80%
4303,Anti Hero#1021,kr, Phantom ,"2,431",33.00%
4304,Anti Hero#1021,kr, Classic ,518,31.20%
4305,SOY명치존na쎄게때리기#명존쎄,kr, Vandal ,"2,542",26.70%
4306,SOY명치존na쎄게때리기#명존쎄,kr, Ghost ,504,33.20%
4307,SOY명치존na쎄게때리기#명존쎄,kr, Phantom ,427,23.70%
4308,도 훈#iwnl,kr, Vandal ,"5,948",37.70%
4309,도 훈#iwnl,kr, Phantom ,"1,499",33.10%
4310,도 훈#iwnl,kr, Operator ,"1,252",9.00%
4311,토미오카 기유#水 柱,kr, Vandal ,"8,231",36.70%
4312,토미오카 기유#水 柱,kr, Phantom ,"3,520",31.50%
4313,토미오카 기유#水 柱,kr, Ghost ,"1,424",37.70%
4314,MWD Ngul#IWNL,kr, Vandal ,"10,054",34.80%
4315,MWD Ngul#IWNL,kr, Phantom ,"4,545",33.20%
4316,MWD Ngul#IWNL,kr, Ghost ,"1,623",39.40%
4317,체인소맨#000,kr, Vandal ,"14,237",30.50%
4318,체인소맨#000,kr, Phantom ,"8,429",27.70%
4319,체인소맨#000,kr, Ghost ,"2,810",32.80%
4320,우울증환자#자살직,kr, Vandal ,"10,524",35.90%
4321,우울증환자#자살직,kr, Phantom ,"5,166",33.30%
4322,우울증환자#자살직,kr, Ghost ,"1,809",38.00%
4323,GenG Lucy#GGA,kr, Vandal ,"16,064",36.00%
4324,GenG Lucy#GGA,kr, Phantom ,"6,802",33.40%
4325,GenG Lucy#GGA,kr, Ghost ,"2,381",39.40%
4326,No Thank You#SRY,kr, Vandal ,"6,628",38.00%
4327,No Thank You#SRY,kr, Phantom ,"2,468",32.30%
4328,No Thank You#SRY,kr, Operator ,"1,185",8.40%
4329,보석게이참치#KR1,kr, Vandal ,"8,606",37.50%
4330,보석게이참치#KR1,kr, Phantom ,"5,459",33.20%
4331,보석게이참치#KR1,kr, Ghost ,"1,305",42.60%
4332,MONTBLANC#Italy,kr, Vandal ,"2,494",37.00%
4333,MONTBLANC#Italy,kr, Phantom ,"1,415",30.30%
4334,MONTBLANC#Italy,kr, Sheriff ,389,48.80%
4335,쌀별이형구독과좋아요눌러주세요#1STAR,kr, Vandal ,"2,952",28.70%
4336,쌀별이형구독과좋아요눌러주세요#1STAR,kr, Phantom ,"1,126",29.50%
4337,쌀별이형구독과좋아요눌러주세요#1STAR,kr, Operator ,581,6.40%
4338,UC Veritas#UCW1N,kr, Vandal ,"12,759",34.30%
4339,UC Veritas#UCW1N,kr, Phantom ,"6,284",28.70%
4340,UC Veritas#UCW1N,kr, Ghost ,"1,907",37.20%
4341,T1 Yunwoo#T1WIN,kr, Vandal ,"4,351",30.10%
4342,T1 Yunwoo#T1WIN,kr, Phantom ,"1,755",26.80%
4343,T1 Yunwoo#T1WIN,kr, Ghost ,666,35.80%
4344,GenG Chisan#GGA,kr, Vandal ,"1,356",31.70%
4345,GenG Chisan#GGA,kr, Phantom ,629,27.90%
4346,GenG Chisan#GGA,kr, Ghost ,212,34.70%
4347,bang#2222,kr, Vandal ,"5,864",36.60%
4348,bang#2222,kr, Phantom ,"2,506",34.10%
4349,bang#2222,kr, Sheriff ,825,53.80%
4350,LEAN#006,kr, Vandal ,"4,597",38.70%
4351,LEAN#006,kr, Ghost ,605,46.80%
4352,LEAN#006,kr, Phantom ,552,34.30%
4353,Neptune#안유진,kr, Vandal ,"3,270",23.70%
4354,Neptune#안유진,kr, Phantom ,"2,217",21.60%
4355,Neptune#안유진,kr, Ghost ,713,36.90%
4356,DReadNougHt#ITCH,kr, Vandal ,"5,433",34.20%
4357,DReadNougHt#ITCH,kr, Phantom ,"3,994",30.90%
4358,DReadNougHt#ITCH,kr, Spectre ,870,18.90%
4359,히어로큰순이#KR1,kr, Vandal ,"12,460",35.80%
4360,히어로큰순이#KR1,kr, Phantom ,"3,497",31.90%
4361,히어로큰순이#KR1,kr, Ghost ,"1,957",40.50%
4362,야므땅#방가링,kr, Vandal ,"7,941",37.40%
4363,야므땅#방가링,kr, Phantom ,"4,819",32.30%
4364,야므땅#방가링,kr, Spectre ,"1,196",26.60%
4365,주아야 먹어줘#사랑해,kr, Phantom ,"3,073",35.90%
4366,주아야 먹어줘#사랑해,kr, Vandal ,"2,722",40.70%
4367,주아야 먹어줘#사랑해,kr, Ghost ,848,35.80%
4368,호시노 루비#B코마치シ,kr, Vandal ,"3,705",31.00%
4369,호시노 루비#B코마치シ,kr, Phantom ,"2,060",27.60%
4370,호시노 루비#B코마치シ,kr, Ghost ,654,33.50%
4371,DENgE#1111,kr, Vandal ,"3,415",38.90%
4372,DENgE#1111,kr, Phantom ,"2,867",39.10%
4373,DENgE#1111,kr, Ghost ,678,41.40%
4374,꿈빛파티시엘#괴도키드,kr, Vandal ,"2,314",35.10%
4375,꿈빛파티시엘#괴도키드,kr, Spectre ,297,22.40%
4376,꿈빛파티시엘#괴도키드,kr, Phantom ,270,34.80%
4377,T1 gost#T1win,kr, Vandal ,"6,090",32.60%
4378,T1 gost#T1win,kr, Phantom ,"3,545",28.50%
4379,T1 gost#T1win,kr, Operator ,"1,647",7.10%
4380,곽두팔#3712,kr, Vandal ,"2,330",39.30%
4381,곽두팔#3712,kr, Phantom ,290,36.30%
4382,곽두팔#3712,kr, Sheriff ,245,49.60%
4383,GenG sp9rk1e#zzzzz,kr, Vandal ,"8,768",37.30%
4384,GenG sp9rk1e#zzzzz,kr, Phantom ,"3,661",32.20%
4385,GenG sp9rk1e#zzzzz,kr, Ghost ,"1,221",38.10%
4386,소녀판사천종호#소녀심판,kr, Vandal ,"4,182",33.40%
4387,소녀판사천종호#소녀심판,kr, Phantom ,"1,896",28.60%
4388,소녀판사천종호#소녀심판,kr, Operator ,736,8.20%
4389,수달히힛콩#LL3,kr, Vandal ,"5,025",33.60%
4390,수달히힛콩#LL3,kr, Phantom ,925,29.40%
4391,수달히힛콩#LL3,kr, Ghost ,729,38.90%
4392,지원이를위한레디언트계정#지원왕자님,kr, Vandal ,"8,846",43.60%
4393,지원이를위한레디언트계정#지원왕자님,kr, Phantom ,"4,602",38.80%
4394,지원이를위한레디언트계정#지원왕자님,kr, Judge ,"1,753",14.90%
4395,잼민나라 잼민마왕#잼민잼민,kr, Vandal ,"6,444",29.70%
4396,잼민나라 잼민마왕#잼민잼민,kr, Phantom ,"3,150",23.30%
4397,잼민나라 잼민마왕#잼민잼민,kr, Ghost ,"1,438",30.00%
4398,RNE Gravity97#Spark,kr, Vandal ,"2,839",42.70%
4399,RNE Gravity97#Spark,kr, Phantom ,"2,209",36.90%
4400,RNE Gravity97#Spark,kr, Ghost ,442,43.90%
4401,이은빈#1111,kr, Vandal ,925,32.70%
4402,이은빈#1111,kr, Phantom ,344,34.70%
4403,이은빈#1111,kr, Ghost ,159,36.70%
4404,이순댕#버스충,kr, Vandal ,"3,235",34.60%
4405,이순댕#버스충,kr, Phantom ,"1,815",32.90%
4406,이순댕#버스충,kr, Spectre ,398,27.50%
4407,Radicis#엔 써,kr, Vandal ,"11,019",37.30%
4408,Radicis#엔 써,kr, Phantom ,"5,674",35.10%
4409,Radicis#엔 써,kr, Spectre ,"2,391",24.80%
4410,쓱 싹#SSG,kr, Vandal ,"9,597",35.90%
4411,쓱 싹#SSG,kr, Ghost ,"1,410",38.70%
4412,쓱 싹#SSG,kr, Phantom ,"1,275",30.90%
4413,많은거안바래 50킬만해줘#145,kr, Vandal ,"4,431",37.90%
4414,많은거안바래 50킬만해줘#145,kr, Phantom ,791,35.70%
4415,많은거안바래 50킬만해줘#145,kr, Ghost ,486,43.70%
4416,BC m1nan#BCWIN,kr, Phantom ,"1,833",34.60%
4417,BC m1nan#BCWIN,kr, Vandal ,"1,820",36.40%
4418,BC m1nan#BCWIN,kr, Ghost ,368,41.70%
4419,G G#0517,kr, Vandal ,"3,753",39.90%
4420,G G#0517,kr, Phantom ,"1,219",32.50%
4421,G G#0517,kr, Ghost ,717,43.80%
4422,단영이를위한레디언트계정#1011,kr, Vandal ,"5,000",32.50%
4423,단영이를위한레디언트계정#1011,kr, Phantom ,"3,696",28.80%
4424,단영이를위한레디언트계정#1011,kr, Ghost ,941,39.70%
4425,김은청#춘돼지,kr, Vandal ,"6,539",30.40%
4426,김은청#춘돼지,kr, Phantom ,"2,948",23.00%
4427,김은청#춘돼지,kr, Judge ,"2,754",15.20%
4428,jjini#0313,kr, Vandal ,"17,082",32.20%
4429,jjini#0313,kr, Phantom ,"3,640",28.80%
4430,jjini#0313,kr, Ghost ,"2,388",35.60%
4431,MR Moyo#IWNL,kr, Vandal ,"1,810",41.00%
4432,MR Moyo#IWNL,kr, Phantom ,"1,593",35.00%
4433,MR Moyo#IWNL,kr, Ghost ,345,39.80%
4434,댕르베로스#mkS2,kr, Vandal ,"4,136",23.10%
4435,댕르베로스#mkS2,kr, Phantom ,"2,254",23.20%
4436,댕르베로스#mkS2,kr, Spectre ,659,20.30%
4437,ZeroSpeeD#제로스피드,kr, Vandal ,"9,846",31.80%
4438,ZeroSpeeD#제로스피드,kr, Phantom ,"3,126",30.00%
4439,ZeroSpeeD#제로스피드,kr, Ghost ,"1,328",34.10%
4440,NC mir#NCWIN,kr, Vandal ,"4,880",38.30%
4441,NC mir#NCWIN,kr, Phantom ,"1,215",37.00%
4442,NC mir#NCWIN,kr, Operator ,"1,183",9.70%
4443,OOO를 위한 레디언트 계정#0402,kr, Vandal ,"2,585",35.70%
4444,OOO를 위한 레디언트 계정#0402,kr, Phantom ,"1,941",30.00%
4445,OOO를 위한 레디언트 계정#0402,kr, Ghost ,622,42.70%
4446,김화닥#0111,kr, Vandal ,"7,958",33.00%
4447,김화닥#0111,kr, Phantom ,"2,612",29.00%
4448,김화닥#0111,kr, Sheriff ,"1,375",53.40%
4449,GenG Shine#GGA,kr, Vandal ,"2,820",38.40%
4450,GenG Shine#GGA,kr, Phantom ,"1,488",35.10%
4451,GenG Shine#GGA,kr, Sheriff ,507,57.20%
4452,Gunny#0811,kr, Vandal ,"8,262",27.70%
4453,Gunny#0811,kr, Phantom ,"4,362",25.40%
4454,Gunny#0811,kr, Sheriff ,"1,282",38.20%
4455,Khazix#LFT,kr, Vandal ,"4,259",38.20%
4456,Khazix#LFT,kr, Phantom ,"1,153",35.90%
4457,Khazix#LFT,kr, Operator ,"1,103",8.80%
4458,Raid#11111,kr, Vandal ,"3,272",29.90%
4459,Raid#11111,kr, Phantom ,"1,898",27.50%
4460,Raid#11111,kr, Ghost ,708,37.40%
4461,something#smthf,kr, Vandal ,"1,892",48.90%
4462,something#smthf,kr, Phantom ,774,42.80%
4463,something#smthf,kr, Operator ,536,8.50%
4464,알아서할게야발아#KR1,kr, Vandal ,"6,455",21.50%
4465,알아서할게야발아#KR1,kr, Phantom ,"3,707",19.60%
4466,알아서할게야발아#KR1,kr, Operator ,"1,164",11.10%
4467,토달지마셈#1111,kr, Vandal ,"7,862",22.60%
4468,토달지마셈#1111,kr, Phantom ,"2,413",20.40%
4469,토달지마셈#1111,kr, Sheriff ,"1,300",31.30%
4470,イチゴ#딸 기,kr, Vandal ,"3,994",35.90%
4471,イチゴ#딸 기,kr, Phantom ,"1,675",30.50%
4472,イチゴ#딸 기,kr, Ghost ,685,38.90%
4473,저격수#00000,kr, Vandal ,"11,433",44.10%
4474,저격수#00000,kr, Phantom ,"3,170",34.00%
4475,저격수#00000,kr, Sheriff ,"1,704",57.40%
4476,부산사상구학장동#KR1,kr, Vandal ,"2,438",35.90%
4477,부산사상구학장동#KR1,kr, Phantom ,"1,593",33.80%
4478,부산사상구학장동#KR1,kr, Ghost ,325,38.40%
4479,노력이애매한남자#노애남,kr, Vandal ,"5,389",42.70%
4480,노력이애매한남자#노애남,kr, Phantom ,"1,495",36.60%
4481,노력이애매한남자#노애남,kr, Ghost ,782,43.20%
4482,복어씌#복어씌,kr, Vandal ,"8,309",28.30%
4483,복어씌#복어씌,kr, Phantom ,"2,745",23.90%
4484,복어씌#복어씌,kr, Operator ,"2,406",8.20%
4485,GWlV#145,kr, Vandal ,"6,624",39.80%
4486,GWlV#145,kr, Phantom ,"3,392",37.50%
4487,GWlV#145,kr, Sheriff ,941,48.60%
4488,구칠이#구칠이,kr, Vandal ,"30,871",42.50%
4489,구칠이#구칠이,kr, Operator ,"14,989",11.10%
4490,구칠이#구칠이,kr, Ghost ,"4,181",50.70%
4491,BSG HakuNa#BSGWN,kr, Vandal ,"5,990",43.80%
4492,BSG HakuNa#BSGWN,kr, Phantom ,"4,933",37.60%
